ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey
1,11119260,1197582,966461,161,5171017,1066778,171,253894,759906,737554,10593280,
1,15556671,747934,966000,160,5130100,1320962,190,273099,764676,1816906,10533269,
1,10475160,796124,966372,100,5174543,1073961,281,266317,765737,711586,10986443,
1,11309506,745138,966441,160,5181365,1089019,460,270354,739148,734289,10541344,
1,11112900,755538,966020,160,5183259,1022696,461,279551,723599,730922,10197745,
1,16761905,742333,967924,90,5178121,1058232,170,271927,745059,720232,10792081,
1,10953703,735872,965899,160,5160076,1061759,371,279931,740159,726454,10460905,
1,16104922,1225043,990887,160,5160366,1032825,160,249875,722747,760767,11106958,
1,10590185,762952,966791,80,5220959,1030921,371,259874,729470,716035,10093780,
1,12040869,741071,967924,70,5169863,1036862,361,256808,728758,720232,10670886,
1,12052318,757381,968695,160,5152632,1012728,161,266257,726935,731403,10723463,
1,10979812,1255169,983473,221,5178250,1101973,310,263080,730020,740570,10908660,
1,14506823,945352,966601,220,5144448,1013870,161,293306,730671,1572249,10611093,
1,11185586,752242,1038144,81,5169273,1242044,290,256448,731443,755648,10905082,
1,10496019,1043825,967032,231,5294227,1060687,311,273400,757512,736462,10821144,
0,11075400,819918,1015954,171,5549862,780424,361,299999,765205,728517,10726369,
0,15262822,1146948,1252243,90,5170765,789652,491,273409,728257,714632,10833167,
1,15477383,759937,967943,270,5153335,955491,451,275493,744848,733587,10827135,
1,11604807,802115,966882,90,5227882,961262,271,268681,774203,718128,10771935,
1,15696440,747924,967784,170,5167190,961872,260,263671,777689,730651,10706431,
0,11686358,753294,967423,61,5210470,738997,370,274722,801814,723839,11024736,
1,11052435,1234701,979976,160,5185484,962985,180,250026,766669,728427,10592619,
1,11653016,1685461,1527696,330,5181376,944270,250,239817,766088,697851,10532206,
1,14347027,1687394,998671,70,5249392,1263714,250,258442,754937,695836,10114660,
1,10486881,744407,968084,160,5160327,959098,410,267669,759275,713089,10276209,
1,12207650,1219051,971199,80,5224666,956112,280,252400,749637,740240,10711912,
1,15426536,1339637,988182,160,5165586,948167,360,254935,756700,761960,11098883,
1,10294524,975698,970589,121,5155707,950491,260,251889,746382,728728,10784497,
1,11781135,747082,966731,160,5226900,935343,270,263190,725723,723147,10237066,
1,15598137,754827,967513,231,5198950,897763,351,251689,734579,733807,10641820,
1,11803737,777699,968325,81,5216751,919002,371,253883,723057,738677,10799716,
1,11568928,975909,966971,261,5210140,933991,381,253572,731894,727266,10831244,
1,11307843,2051843,992209,231,5206022,912721,371,248783,720102,749196,10472066,
1,14568169,788099,967373,160,5186905,1256572,160,240669,718138,728628,10785358,
1,11535948,1044536,967783,251,5222803,953206,261,258502,724911,728217,11089876,
1,10516869,768512,966982,70,5198227,903373,260,245608,740790,720433,10876039,
1,15626279,755378,966952,160,5301841,920936,210,283498,736462,733026,10951457,
1,11252349,766117,967763,160,5318481,928330,401,254284,744467,730892,10729085,
1,11531979,766299,967844,81,5341805,915816,320,274762,736572,728428,10771773,
1,15670222,747643,967052,161,5239484,935643,581,286373,727867,737865,10818952,
1,11746531,803557,968745,170,5192897,928059,370,249645,729820,729228,10794797,
1,15448757,762952,967273,81,5203818,902842,381,262298,730811,811933,10385452,
1,12058262,1221556,970658,261,5139718,943418,260,260516,723999,743525,11253662,
1,14615297,749085,967953,220,5171407,1030641,291,256928,756550,743035,11030255,
1,11584799,739648,1454450,70,5167330,945442,190,257920,751560,724440,10886396,
1,10856773,785964,967593,70,5281222,946404,371,256949,742032,753955,10790450,
1,15262801,1220455,974156,230,5532650,941134,411,251929,747553,732666,10457718,
1,19151208,1260219,968224,231,5170767,960710,450,258422,756109,726253,10639246,
1,23413092,1218350,995134,70,5149225,931355,360,265224,758333,738786,10262374,
1,19535073,1768376,1445324,80,5844220,945491,310,246209,751260,763483,10889062,
1,17300058,750448,968335,260,5255645,919193,361,252871,715984,727526,10731758,
1,24132081,754917,965350,261,5199329,953126,401,251459,759856,730391,10767174,
1,19340071,759396,966391,70,5178791,924734,260,248744,757882,846077,10338025,
1,24351931,1221617,1001066,161,5277605,894717,211,243814,770697,704543,10996813,
1,18028606,1223090,966752,101,5158273,915015,581,251068,751941,709352,10594092,
1,23778522,761850,1031082,261,5184071,917930,461,264172,736402,730071,10631992,
1,19466947,1230824,973985,80,5186366,916678,351,236671,733848,731453,10934386,
1,19055681,1268514,1054184,110,5190685,887825,271,240418,759054,728458,10715858,
1,23765167,749487,964538,100,5154215,956542,681,237112,746251,712417,11055111,
1,18772973,964287,973013,170,5156350,915436,241,246890,770657,731322,10712742,
1,19311878,761159,967974,181,5095397,934793,441,255456,753314,722255,10835471,
1,23915437,750619,966001,160,5258540,943297,401,261368,762681,744417,10776252,
1,19318019,762951,968796,80,5172470,943930,261,253632,790493,725352,10775109,
1,19304314,740189,965058,220,5196355,939100,301,249895,739788,740981,10538157,
1,23920697,739318,964517,270,5302702,935964,320,243744,737244,724220,10658913,
1,23699625,758023,967533,270,5166047,919413,360,240508,750068,730241,10852934,
1,19926663,754787,965910,270,5162641,942185,240,248563,745649,785925,10260540,
1,19532178,1693847,1053384,70,5132204,910426,260,240528,744517,722306,10568384,
1,23021150,731514,968616,161,5193178,920255,361,258602,776367,731713,10603910,
1,19775813,756640,967203,80,5154326,932818,221,257840,750679,744447,10328696,
1,24065646,1223911,966642,260,5228945,918201,261,262520,743776,729419,10586998,
1,19412816,748776,965469,220,5140410,950742,260,269753,736322,733126,10155363,
1,20219930,787437,967373,230,5176317,979275,361,274632,752903,720543,10659543,
1,23361896,804490,967423,180,5253761,969777,291,267148,744747,722467,10967427,
1,23987893,820278,967423,80,5298473,952715,350,271827,746210,733247,10656099,
1,19099232,759265,967784,160,5284197,1106081,271,284310,748895,721785,10705540,
1,19953253,760277,993862,80,5188399,908022,260,263681,728187,830989,11283657,
1,18017496,758523,967464,170,5154105,982932,672,368797,727977,760126,10427741,
1,23858122,1684770,1449231,81,5177899,938358,380,258753,725251,733958,10160234,
0,18936999,1233619,976109,170,5250615,758583,380,249185,720322,714141,10455363,
1,19429016,1826384,995626,160,5189772,972472,371,261438,719250,757131,10435797,
1,22835786,1679249,1486399,160,5218505,854733,340,197428,715734,719030,10443974,
1,18835939,1064945,965039,221,5184922,1017025,271,272337,722356,731564,10797170,
1,18755781,781326,965259,271,5290670,924042,411,212176,731663,735190,10900232,
1,23676331,761990,966622,80,5249413,1068371,461,273850,743125,720483,10733852,
1,19048237,761469,964829,271,5237240,1037383,171,267639,737034,805040,10799274,
1,19626314,744878,966932,260,5145720,1066327,290,257871,743786,740921,10612336,
0,23346767,759566,963956,220,5197005,746911,70,232784,759165,773491,10796429,
1,19792594,807304,1671445,70,5452341,972502,121,239336,754546,732845,10834439,
1,22895708,745369,966280,80,5215749,990376,191,238615,771858,726664,10635490,
1,19511799,1799664,969577,341,5196404,1039066,380,276475,791024,749616,10608950,
1,22447843,751791,964768,220,5210449,1052471,270,255116,765436,741011,10588854,
1,19641443,1892246,1013469,180,5180183,931596,210,233716,754466,701537,10692427,
1,18960813,1224442,972904,80,5198597,989093,260,250797,795071,794100,11245556,
1,22026468,1450913,967312,70,5216862,1069994,290,234206,770656,734308,10450365,
1,18983255,1249267,973243,230,5219476,1067940,591,243393,739909,730461,10602589,
1,23634964,746431,967563,311,5179321,1092175,391,249295,753494,721805,10758660,
1,19102738,802886,967002,180,5325554,1072699,260,268791,732495,860394,10577483,
1,23350734,785193,968034,170,5152561,1077978,291,271326,728157,731082,10552475,
1,19715350,1233128,977211,170,5246316,1027715,280,249475,724640,743756,10280880,
1,23822483,1232657,988061,160,5877582,1019270,190,249686,727836,854042,10795449,
1,18096023,757622,966902,231,5204808,1039166,351,260806,718018,729569,10670766,
1,19379705,1223500,980617,171,5233742,1041631,231,284770,741182,728217,10653334,
1,23209100,757351,967633,160,5170435,1139563,180,269692,727957,726895,10276622,
1,11882462,1233670,2489610,170,5200271,1326401,261,267458,745229,732274,10456396,
1,13476352,1231665,1589682,171,5945510,1499485,301,270864,732766,1211297,10800987,
1,8449527,750910,1400640,160,5275110,1106321,230,262689,737354,717366,10412795,
1,11297212,1268905,984325,220,5437944,1056419,410,260476,761378,730983,10633274,
1,10793956,795242,967412,160,5521379,1044326,400,275714,760988,726524,10731639,
1,15160292,809187,968514,220,5254912,1124245,330,282056,753334,726163,10473429,
1,11550213,797396,967924,331,5553189,1044116,200,263531,746090,735471,10207701,
1,11511432,823124,967553,221,5571782,1028306,291,264162,732575,950842,10781853,
1,10950817,760377,966712,161,5174793,2005828,260,261648,733947,739798,10645749,
1,10599803,1679019,1318798,161,5250254,1191130,471,278779,746422,711566,10353764,
1,14015488,884428,965268,160,5155898,1102424,451,275494,721254,726995,10184350,
1,11881330,1569124,968365,90,5160718,1005384,140,251488,753003,733737,10541543,
1,15136017,772109,965599,170,5183078,1087706,130,261006,755579,743666,10617185,
1,15957127,763002,1208171,151,5377530,1061448,370,262429,751851,718258,10608661,
1,11542189,922099,966642,80,5300478,1022646,410,262309,739658,708020,10594353,
1,10746136,1215675,970709,230,5384363,1032224,320,262780,759776,727967,10612547,
1,10794456,766959,964968,180,5144687,1094008,451,246189,787547,727105,10847964,
1,11435230,758253,996167,161,5136421,1038335,170,296973,762180,730652,10751756,
1,12096563,1222357,978493,230,5230267,1164089,281,266787,797526,749767,10875397,
1,14244955,1216077,972323,90,5355751,1146055,431,273640,792818,732825,10754641,
1,10575207,1244149,976169,70,5319102,1114326,421,276255,794711,724901,11166660,
1,15173176,1223099,971420,210,5253279,1062289,531,250457,777319,817713,10678661,
1,10470581,1219272,972773,261,5154326,1022836,271,259152,788278,791114,10684300,
1,11456420,1249869,969326,80,5220017,990285,191,250777,770346,737684,10359836,
1,11009646,750709,967022,160,5194761,986768,260,250156,855454,722706,10560930,
1,15480669,781827,964327,270,5325475,1131850,320,252941,786045,727526,10866239,
1,11154507,1244349,989784,161,5229685,1039958,370,244506,768923,745459,10607818,
1,15098865,1224963,967454,220,5163122,994523,451,249936,738646,722256,10672729,
1,10992756,1223340,971770,80,5195061,1012357,360,265355,763733,741372,10571099,
1,11209620,1246353,972813,240,5190712,1083640,400,254104,758433,727776,10208143,
1,15651586,1637853,1109769,300,5253971,1069022,391,262710,760177,758794,10533710,
1,14820137,1233097,991117,90,5196705,1080523,140,242912,751490,730662,10419035,
1,11488871,1680080,974736,180,5288555,1211157,271,255786,753605,721584,10410090,
1,10268755,1432950,977502,161,5161950,1042292,360,273630,782248,751400,10816416,
1,10777625,1677927,1471381,160,5179291,1616663,170,248884,737163,1639456,10111684,
1,13307019,1681955,1475099,181,5279788,1467083,310,257660,770286,1687685,10925832,
1,8535705,2443023,1558324,170,5243864,1109287,381,278769,817984,741482,10349005,
1,9252333,1225594,966592,230,5337837,1091855,401,246640,783420,729429,10792533,
1,10785768,735631,967533,160,5186847,1360536,170,254855,779312,730942,10811026,
1,15041811,736443,991537,161,5309896,1011144,221,266176,751942,742193,10910832,
1,11438106,1219383,972081,161,5358486,1030189,220,256428,1009631,741071,10786231,
1,10422792,1221867,967984,210,5211342,1060727,461,267458,996147,741481,10646689,
1,14802225,1226486,975217,241,5585127,1031553,371,254334,761189,721024,10836664,
1,10593251,1928875,1141797,70,5257197,1075764,200,271867,777599,932117,11015809,
1,9539687,1241784,975989,200,5206644,1025341,190,261267,717817,724050,10669272,
1,15695048,750268,1048063,91,5127656,1058243,160,236431,717357,732586,10574205,
1,15338163,742133,966812,160,5263147,1162346,321,249575,736232,738716,10367160,
1,11585138,1671836,974526,90,5166748,1207430,281,254935,777499,747673,11118259,
1,9935435,1218991,972682,210,5176556,1001686,260,255446,796986,734629,10793553,
1,11056535,1946317,1459139,100,5301138,1592768,752,250146,787377,1939554,10627094,
1,8046785,2121012,1226906,161,5185614,1028246,241,263491,778470,1316834,10886406,
1,13184881,2120562,1505235,160,5565682,1501749,480,249896,736803,748715,10567552,
1,8988500,761820,965549,230,5299176,1039767,311,256989,734459,752162,10565008,
1,15556099,1264205,978012,130,5144749,1262442,260,281645,750188,753003,10332685,
1,11227023,1243938,1445032,260,5269039,1107263,420,255707,729289,791475,10542447,
1,10524011,739488,964017,270,5196695,1053934,361,257329,742433,741933,10641209,
1,11753012,1216897,973303,160,5165446,1143151,200,266306,764916,726785,11224076,
1,14490083,1217939,969277,270,5264370,1144974,350,291744,756139,752442,10587290,
1,10960905,1236535,972352,210,5289137,1039227,391,266677,780595,731813,10619850,
1,14983652,1236214,971360,80,5215651,1080323,361,277236,746271,746020,10686945,
1,10933496,1221406,973153,220,5137794,1119767,541,260896,737333,740890,10382860,
1,11474172,750739,966271,270,5275823,1138622,400,287175,752863,779623,10852313,
1,15055627,749968,968444,170,5314694,1108986,431,286444,759355,761239,10391835,
1,11626006,1723401,2084074,160,5152782,1140535,341,277227,758514,734819,10352724,
1,9655603,731353,967203,231,5167411,1116751,421,265445,727245,805081,10498343,
1,11640473,2247237,997168,160,5156158,1125637,370,277267,740920,757732,10276331,
1,14808126,1251813,965699,170,5256064,1000103,270,252961,720262,823485,10568175,
1,10423504,741652,967994,230,5266916,1044557,180,262650,772940,723238,10965764,
1,11215612,753454,966461,220,5150558,1006195,300,276856,769975,729460,10553628,
1,11788578,758644,966962,160,5152923,1071647,351,271937,768943,760146,10547675,
1,15669801,744287,964768,160,5172059,985797,221,274381,772950,729640,10575697,
1,11865673,734529,966912,151,5191013,1006496,160,248513,763913,728737,10585096,
1,16002441,745308,967162,260,5313832,996106,421,263701,767200,742654,10927435,
1,11101877,1220344,971951,240,5294528,1052852,230,264833,780495,770927,10476191,
1,10846654,742013,969737,221,5189059,2063786,381,315498,801213,730251,10462308,
1,10953051,743786,968255,300,5154847,1051680,311,252751,812764,721745,10524212,
1,15464949,1492601,966781,110,5193749,1005143,260,255045,726785,742413,10738651,
1,10882530,2312530,985757,70,5184872,1043454,291,252761,715543,715945,10678350,
1,14149188,1685170,1050858,80,5229785,1164410,260,266317,727626,749556,10342264,
1,11038330,1225574,967292,70,5377962,1017206,161,253202,767751,763282,10921081,
1,10644156,1228108,967874,151,5262586,1063682,291,270254,781937,738336,10932614,
1,10954172,1218110,972833,170,5192768,1108535,160,269322,789341,730822,10609731,
1,14412258,819608,967302,210,5287323,988452,180,269502,765397,724520,10780470,
1,11437735,1152347,968535,70,5163232,1009341,261,262589,730692,754376,10980172,
1,15208901,1216899,970799,231,5171287,1121921,370,260015,742143,735230,10565409,
1,10986755,1197452,976520,230,5187256,1016204,461,263631,732335,739818,11009286,
1,10865438,1224221,970198,261,5164203,1028526,351,272447,729750,718569,11248092,
1,14602662,909254,968806,70,5178962,1002027,260,279080,715353,734459,10458759,
1,11672051,1220615,968945,241,5210850,1034298,281,267438,712087,726965,10998626,
1,11046536,750128,967103,170,5179061,1103677,290,259123,712868,735431,10959915,
1,15018617,779783,966091,210,5210020,1122322,360,252060,714030,760437,10782884,
1,11388583,1217809,967943,90,5264230,1056539,410,270645,771478,760437,10786019,
1,10935590,1237856,966060,260,5246997,1093668,270,253062,748114,729840,10221609,
0,11732132,759846,968284,80,5168432,778270,391,259554,832622,744878,10594492,
1,15391903,809979,967282,90,5461347,1044056,200,252851,748195,1464219,10481261,
1,10832828,751800,967674,70,5183880,1111722,410,261447,729289,742092,11018144,
1,11506632,758182,967624,160,5154657,1148520,531,265144,730822,713189,10630990,
0,15281407,1539408,1071927,160,5413067,776357,341,276055,743526,1346420,10386535,
1,10185442,1798902,972963,80,5175244,1124435,371,262660,735330,723008,10662090,
1,10983717,1243848,972573,70,5118449,1009401,190,224709,717187,744607,10561851,
1,14982380,1666145,976189,90,5292221,1190909,260,261237,728328,770977,10555780,
1,10366269,2124579,1458158,170,5181506,1119416,260,275593,716785,701297,10977257,
1,9408633,1764408,1087456,100,5186346,1197863,361,265244,736933,725843,10780980,
1,14358738,1219142,972222,80,5251015,1214704,221,279081,810711,743065,10868183,
1,14752812,1221276,987771,240,5447321,1211527,390,274241,791074,728057,10868104,
1,10382989,1218641,967994,80,5256385,1157517,290,264383,781937,704944,10644766,
1,11072373,752542,966722,100,5170284,1196079,471,283368,791085,717247,10583873,
1,16036344,755638,969186,80,5169122,1207681,321,272778,751250,739709,10581570,
1,10956888,753795,968085,171,5169373,1193144,311,263421,733807,749457,10571219,
1,11574620,1240492,970308,271,5275411,1176322,401,270094,744007,749066,10828439,
1,14616779,1216657,968866,211,5157301,1187273,491,278228,734088,736112,10480912,
1,11256536,1361067,984575,160,5268378,1151205,291,256097,721224,722256,10395482,
1,11098693,752312,965830,170,5397939,1171152,391,276926,764625,743436,10252055,
1,11955370,784952,968685,70,5452550,1295615,311,281554,753394,742494,10290708,
1,14871873,747723,966402,331,5154335,1244870,390,262650,740810,744007,10383199,
1,11591562,1685381,1448319,120,5220428,1162176,311,251399,726194,758253,10558085,
1,10059246,1216266,971501,271,5041935,1229912,271,263320,745128,726724,11255265,
1,10844659,743626,967834,150,5091399,1219032,360,253753,744748,732485,10570748,
1,15509673,754376,966711,221,5209157,1211799,351,259774,732876,731524,10380764,
1,12004471,1688356,1444933,171,5230416,1175771,260,259363,723889,890950,11406958,
1,13015604,1220194,968174,271,5419610,1153139,320,274652,734148,885120,10919679,
1,10571720,1217569,968124,230,5246587,1161125,491,253432,724099,792227,14185234,
1,7298132,1681032,1447827,101,5367892,1192853,261,245948,759355,833213,10292992,
1,13902787,3260457,2261184,160,5464693,1229331,491,274712,737023,1106201,10805297,
0,6785514,1216136,968064,91,5194089,876424,231,225229,718550,742514,10770301,
1,11633480,1681844,1464108,70,5402998,1159270,300,250767,724350,1122762,10724346,
0,12930976,730652,966391,220,5267206,874229,420,206495,715503,693772,10473477,
1,11877595,734398,966712,160,5314463,1165302,321,281905,795924,732605,10928966,
1,11074388,1227387,971591,71,6083507,1126790,410,275844,795583,731834,10708927,
1,10094420,1227999,1636038,151,5193459,1139193,251,281494,780745,829626,10131760,
1,14946513,1221316,971500,170,5253299,1080795,241,284079,786616,730682,10898790,
1,11109854,878888,964928,451,5161848,1181792,320,260185,740049,730041,11206685,
1,14512434,746983,965289,211,5256415,1171573,210,262669,754917,732675,10613027,
1,12158278,768172,968204,70,5274098,1145054,360,249936,738657,738807,10647952,
1,10617246,1260358,976109,120,5153985,1271920,150,273279,754676,785474,11055052,
1,14374537,1694167,1823468,151,5140479,1163749,351,257169,729600,770135,10494508,
1,9979947,1230913,974756,170,5144238,1176532,350,248103,720783,711916,10814362,
1,15307717,756580,1534580,260,5269860,1109248,621,299689,748455,730953,10512239,
1,11033723,2343808,1018218,100,5189080,1219703,210,258021,752843,748194,10617396,
1,9133379,1560478,967022,270,5192448,1097515,381,277347,726554,1335939,10660936,
1,9969850,1229491,969115,361,5139337,1221686,331,274130,753684,731804,11431353,
1,10725877,759816,966932,230,5148885,1149462,361,270554,819387,737724,10584854,
1,15312024,811432,969226,160,5306119,1244589,420,279100,761298,2377982,10766032,
1,9260519,1218370,968033,300,5117156,1201208,400,305570,775515,744968,10582100,
1,15178165,1220073,970017,220,5368254,1196219,210,280052,777589,741742,10853627,
1,10776040,1268404,967272,551,5446631,1169048,320,284310,755728,737254,10658662,
1,14980086,1218530,971169,221,5253961,1177294,471,264183,776948,748976,11044451,
1,10236968,1217378,971630,250,5271153,1180710,470,262089,741241,881222,10516969,
1,10956887,1218481,968494,241,5206835,1195017,521,287316,738225,742404,10590524,
1,10984771,1217980,975067,150,5172278,1263315,271,282176,739909,725572,10871709,
1,14584980,1226605,971741,271,5269168,1200407,351,286664,742383,737214,10576219,
1,11065791,1717722,971591,400,5204919,1082437,451,246189,727646,754837,11371832,
1,13891115,1217960,971610,70,5171428,1194546,531,280052,746120,732255,10582470,
1,11030607,1264226,1111621,160,5212303,1234000,661,276285,731904,798388,10561853,
1,11362063,1293581,969757,161,5457220,1177965,341,264072,730781,766499,11333310,
1,13614490,1221036,969416,170,5357435,1177415,391,278599,762401,739568,10298300,
1,10951108,1698455,1462165,131,5296229,1161495,561,265134,752873,872326,10882350,
1,9213409,1674581,1448971,171,5281972,1612174,371,271466,754716,1732890,10885506,
1,12506425,1216587,968996,80,5359058,1160923,511,264173,764284,743295,10345087,
1,10960005,1696821,1450864,460,6758475,1626081,290,259233,721905,1548476,10957068,
1,6957256,1232286,1121971,160,5651822,1199586,421,278449,724280,716134,10641531,
1,10409727,754636,1130707,161,5167130,1198423,331,282987,748305,751500,10575316,
1,15385532,748635,965930,221,5171827,1147789,290,268240,714402,717878,10608800,
1,11987990,747993,965419,170,5229515,1222428,281,280933,735921,734769,10628076,
1,15136366,1222969,970639,230,5271734,1127060,370,253903,725092,741391,10315373,
1,11349470,2721461,997759,110,5317440,1377027,240,303246,759105,745509,10486511,
1,9002367,1686022,1448770,161,5166287,1522618,181,269161,724400,754416,10834571,
0,9638321,747162,966611,160,5150049,866926,210,248734,705895,712759,10368431,
1,16174862,1222568,972122,271,5184881,1161225,281,271056,730812,725122,10323247,
1,11340775,1219783,971601,271,5308662,1196960,380,262129,738757,731533,10418566,
1,15512018,762060,966531,160,5289477,1125768,381,238684,741040,760697,10396755,
1,11507794,1663460,1014591,90,5217083,1091063,360,262038,882835,845646,10545201,
0,10214506,1657038,1015302,160,5180583,850695,120,220381,787868,714842,10836575,
1,14871053,1221436,969747,80,5165355,1210315,340,266476,956893,743746,10663282,
1,10731307,1681222,1463557,81,5554392,1200006,451,240949,780805,782187,10575076,
1,9681603,1218150,972181,361,5269449,1197061,210,261137,767761,750719,10887990,
0,14569381,1219001,971150,231,5230847,878016,491,217245,791936,743115,10884995,
0,11131462,1181221,969848,221,5535907,841398,391,215342,772519,726303,10568934,
1,10983920,758293,968415,170,5215098,1176162,421,272427,765417,744147,10612837,
1,11296442,763533,968355,160,5199699,1298610,170,273840,755819,749256,10888561,
1,11348537,752913,964227,221,5145349,1174138,551,253753,714752,828413,10897817,
1,14928430,759716,969186,260,5154175,1205948,471,275463,742994,729509,10379833,
1,11735180,760246,965849,160,5189901,1149272,351,270675,721324,718619,11210492,
1,15017034,1732799,1134725,170,5302481,2424658,250,414282,836258,726003,10507692,
1,8998448,1303539,971320,90,5245505,1150364,261,271836,753505,739428,10336071,
1,11320586,1244609,1467995,80,5225217,1073100,200,244225,746130,725632,10928507,
1,14230289,1221897,966461,260,5224966,1135395,431,254524,756189,707018,10729095,
1,11257969,1231044,1463988,140,5178422,1053413,170,266928,750458,720072,10544058,
1,10568726,1419806,976279,90,5203286,1158909,381,259504,728687,715583,10866130,
1,14270384,1217508,970178,260,5386076,1123373,301,260585,727145,706125,11051726,
1,11070720,758914,968054,70,5232242,1137229,290,267308,729249,767610,10508832,
1,11368927,756640,967924,250,5153724,1180520,270,267809,754516,727626,10632816,
1,15293360,1232397,2176296,160,5181355,1173817,671,276695,962804,765827,10547877,
1,9693543,1260730,1275357,230,5122646,1079010,220,247612,767019,728668,10897348,
1,14744737,1244429,974186,160,5208076,1160573,381,257971,747994,723398,10682276,
1,10994158,1222719,1413864,260,5207945,1169799,200,270774,722957,760487,10780059,
1,10318769,753104,967123,160,5192326,1161855,140,295671,752282,724450,10685352,
1,15339706,757932,964177,180,5118098,1145113,491,252430,716075,730080,10434695,
1,12402702,1679249,997058,371,5234234,1156766,370,260526,805691,765627,10499065,
1,9844726,1216787,971421,221,5188588,1156365,261,275534,745419,729179,10898230,
1,14805089,1217499,971430,231,5164604,1222658,271,276044,749176,725262,10605644,
1,11010819,1218150,970829,231,5154174,1188675,481,266687,740921,714060,10422352,
1,11260926,1223380,966681,250,5184601,1159962,261,252230,719871,1236985,10296849,
1,14914963,1452417,971160,80,5170856,1198924,180,268911,729029,718358,10386046,
1,11201484,1236504,2368073,160,5183391,1702593,411,264482,737925,736082,10625710,
1,8883515,754586,966912,161,5136611,1148250,300,265024,720923,738436,11365190,
1,14863448,762410,967754,261,5153052,1181392,471,268501,722516,753164,10771483,
1,11184922,1215776,970679,80,5203789,1150794,311,257701,744357,748795,10896064,
1,10718695,1218951,972092,171,5198376,1092034,371,255927,743535,744988,10384412,
1,11321497,1684751,1449682,80,5153293,1125708,361,251328,723128,700064,10794106,
1,10093238,1228570,983924,170,5167291,1075975,371,259503,743756,765125,10721429,
1,15147308,818315,969537,161,5361742,1274195,171,279431,795042,710054,10801929,
1,10890495,757913,968114,230,5187016,1188755,460,273450,798708,730802,10860199,
1,15232055,784242,963335,160,5355470,1166874,381,238154,764054,754145,10542686,
1,11701526,1692324,1778925,170,5182057,1205757,461,262480,794140,756991,10627413,
1,9454309,1673278,1756113,160,5185723,1235022,271,276506,784401,2759994,10320242,
1,7650757,1288241,1643604,71,5187427,1108846,370,258011,822112,716506,10973069,
1,10013771,1307787,1221637,160,5224987,1106503,271,255577,750749,735922,10342573,
1,15597877,757001,966150,70,5225307,1070635,371,270193,723238,737384,11011190,
1,10597277,1221847,974716,271,5166828,1086034,161,248202,764695,754216,10490079,
1,11249132,1223069,975247,150,5532341,1132691,250,250988,782468,716766,10944264,
1,14409383,746050,967623,170,5146450,1144644,361,289419,890701,726965,10655988,
1,11348669,898184,967022,170,5128888,1132570,361,256028,763583,726213,10576280,
1,15512407,749267,967073,161,5156870,1231084,160,282446,755017,762661,10466294,
1,11319454,750809,967724,211,5139138,1087466,391,280112,754536,949599,10538578,
1,11559783,762441,963675,271,5087741,1163337,441,261367,725872,739689,10520206,
1,11781264,751962,966962,270,5183049,1160723,461,264262,720222,709883,10622765,
1,15903126,2036936,1019270,161,5160297,1146126,371,261066,751531,742704,10841492,
1,9758225,1465101,973614,161,5196142,1087637,170,252951,758514,753594,11226110,
1,14671421,1245300,976620,161,5244803,1127120,270,255556,760848,740019,11315918,
1,9993833,1682957,2094825,160,5273257,1176292,370,271747,795652,735440,10708796,
1,9213659,1691673,1561600,161,5191054,1089079,230,275804,765317,777469,10690301,
1,13991093,1219673,967012,230,5283396,1133703,200,258552,737454,728198,10578793,
1,11011762,1225453,971340,160,5176727,1174929,541,258732,754275,733678,11517744,
1,14131243,1216358,972853,220,5291281,1095491,290,272568,765506,745779,10838468,
1,10775491,1218070,973173,241,5178781,1154902,381,265855,725291,731163,11217694,
1,10484810,755007,970339,160,5212774,1198674,280,261748,750158,716295,10474460,
1,15505215,1538197,988973,170,5199829,1085693,230,240578,728368,784492,10389963,
1,10942471,2192736,1466734,370,5253722,1073661,310,273019,752192,797937,10702393,
1,9981692,1086164,967934,220,5198808,1172595,160,258702,763984,723929,10925009,
1,10390392,771057,970008,90,5085437,1124927,251,266687,780294,726745,10807219,
1,15368118,756410,967093,160,5129330,1147468,350,246540,769173,728838,10722761,
1,11687230,755418,967483,171,5131642,1111641,481,348960,762130,719361,10641951,
1,11521892,767460,968034,170,5145107,1178245,250,256568,773912,823564,10674063,
1,15670893,794781,966221,60,5181756,1114557,261,276506,768542,738356,10370456,
1,11583386,1243687,976570,160,5193258,1209214,191,240428,774383,735832,10887639,
0,10544911,1231816,976049,81,5299846,826049,391,199241,760778,988221,10781563,
1,14714712,1684218,976369,161,5163963,1150404,361,245537,775875,863119,10588503,
1,10431197,740149,968945,150,5119371,1140255,361,240028,774162,905237,10997353,
1,11323803,746160,968134,290,5140940,1129855,371,260695,908453,758574,10731068,
1,15180870,1215675,1436427,140,5297241,1152318,311,263901,772961,1824149,10995130,
1,9023575,1563945,970038,161,5188077,1065245,231,254815,765557,723148,10792011,
1,14656111,745078,967213,161,5185465,1170612,371,270273,738496,727455,10638023,
1,11558640,1220886,967583,260,5233683,1150735,351,256417,722396,777949,10647593,
1,10970413,1229351,974126,160,5204759,1195097,171,242361,719040,735771,10683961,
1,14919612,749406,969827,270,5242089,1189386,201,265865,763924,735991,10788124,
